number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
287,-0.3587112604940638,2026-05-10 14:58:58.691193,2026-05-10 14:58:59.210232,0 days 00:00:00.519039,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.6,10,0.65,-0.007785561565759587,0.15456984826456957,0.7018513978566084,0.16235540983032914,,COMPLETE
288,0.2633574722170693,2026-05-10 14:58:59.234089,2026-05-10 14:59:50.804009,0 days 00:00:51.569920,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.12,10,0.6,10,0.65,,,,,,PRUNED
289,-0.3587112604940638,2026-05-10 14:59:50.827395,2026-05-10 14:59:51.418064,0 days 00:00:00.590669,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.6,10,0.65,-0.007785561565759587,0.15456984826456957,0.7018513978566084,0.16235540983032914,,COMPLETE
290,-0.36932407575864995,2026-05-10 14:59:51.439588,2026-05-10 15:01:09.011685,0 days 00:01:17.572097,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.6,10,0.65,-0.01802856257536432,0.16723923299614857,0.7025910263665712,0.18526779557151288,,COMPLETE
291,-0.4005984628337315,2026-05-10 15:01:09.038221,2026-05-10 15:02:38.054748,0 days 00:01:29.016527,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.6,10,0.65,-0.04607472002489569,0.14988827185255962,0.7090474856176716,0.1959629918774553,,COMPLETE
292,-0.35800707382383007,2026-05-10 15:02:38.078681,2026-05-10 15:03:55.099311,0 days 00:01:17.020630,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.5,10,0.65,-0.01669407423547967,0.14637210748345536,0.6826259991767007,0.16306618171893503,,COMPLETE
293,0.17308007280884652,2026-05-10 15:03:55.123732,2026-05-10 15:04:50.673570,0 days 00:00:55.549838,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,8,0.6,10,0.5,,,,,,PRUNED
294,0.23736095582925174,2026-05-10 15:04:50.699229,2026-05-10 15:05:31.584769,0 days 00:00:40.885540,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.6,20,0.5,,,,,,PRUNED
295,-0.35800707382383007,2026-05-10 15:05:31.609058,2026-05-10 15:05:32.177340,0 days 00:00:00.568282,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.5,10,0.65,-0.01669407423547967,0.14637210748345536,0.6826259991767007,0.16306618171893503,,COMPLETE
296,-0.35800707382383007,2026-05-10 15:05:32.201362,2026-05-10 15:05:32.754717,0 days 00:00:00.553355,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.5,10,0.65,-0.01669407423547967,0.14637210748345536,0.6826259991767007,0.16306618171893503,,COMPLETE
297,0.23632596065025124,2026-05-10 15:05:32.778889,2026-05-10 15:06:16.500778,0 days 00:00:43.721889,1,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
298,-0.3579850815993265,2026-05-10 15:06:16.526890,2026-05-10 15:06:17.090911,0 days 00:00:00.564021,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
299,-0.3579850815993265,2026-05-10 15:06:17.113682,2026-05-10 15:06:17.650142,0 days 00:00:00.536460,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
300,0.1282130196933809,2026-05-10 15:06:17.678649,2026-05-10 15:06:50.418152,0 days 00:00:32.739503,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
301,0.14040850321700016,2026-05-10 15:06:50.441532,2026-05-10 15:07:27.581781,0 days 00:00:37.140249,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.16,10,0.5,20,0.65,,,,,,PRUNED
302,0.103405883503675,2026-05-10 15:07:27.605539,2026-05-10 15:11:27.615715,0 days 00:04:00.010176,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.3,0.08,12,0.5,5,0.5,,,,,,PRUNED
303,-0.3579850815993265,2026-05-10 15:11:27.641399,2026-05-10 15:11:28.214516,0 days 00:00:00.573117,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
304,0.1829841475482111,2026-05-10 15:11:28.238501,2026-05-10 15:12:56.177129,0 days 00:01:27.938628,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,10,0.5,5,0.65,,,,,,PRUNED
305,0.2589144178449645,2026-05-10 15:12:56.210625,2026-05-10 15:14:04.383078,0 days 00:01:08.172453,0,CAP_LAYER,0.45,SAME,0.9,2,0.03,0.02,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
306,-0.05160940705629205,2026-05-10 15:14:04.405996,2026-05-10 15:14:53.136423,0 days 00:00:48.730427,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
307,0.24099282078735773,2026-05-10 15:14:53.162124,2026-05-10 15:15:45.215357,0 days 00:00:52.053233,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.45,0.08,10,0.5,10,0.65,,,,,,PRUNED
308,-0.3579850815993265,2026-05-10 15:15:45.236663,2026-05-10 15:15:45.787360,0 days 00:00:00.550697,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
309,0.027303641505245807,2026-05-10 15:15:45.833071,2026-05-10 15:17:22.956913,0 days 00:01:37.123842,0,NORMAL,0.45,SAME,0.7,2,0.03,0.01,0.45,0.16,12,0.5,5,0.65,,,,,,PRUNED
310,-0.3579850815993265,2026-05-10 15:17:22.979737,2026-05-10 15:17:23.512263,0 days 00:00:00.532526,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
311,-0.3579850815993265,2026-05-10 15:17:23.534495,2026-05-10 15:17:24.084494,0 days 00:00:00.549999,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
312,-0.3579850815993265,2026-05-10 15:17:24.110549,2026-05-10 15:17:24.637557,0 days 00:00:00.527008,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
313,-0.3579850815993265,2026-05-10 15:17:24.662771,2026-05-10 15:17:25.305613,0 days 00:00:00.642842,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
314,-0.3579850815993265,2026-05-10 15:17:25.334742,2026-05-10 15:17:26.060870,0 days 00:00:00.726128,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
315,-0.3579850815993265,2026-05-10 15:17:26.087362,2026-05-10 15:17:26.623847,0 days 00:00:00.536485,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
316,-0.3579850815993265,2026-05-10 15:17:26.648128,2026-05-10 15:17:27.200020,0 days 00:00:00.551892,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
317,-0.3579850815993265,2026-05-10 15:17:27.224254,2026-05-10 15:17:27.728512,0 days 00:00:00.504258,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
318,-0.3579850815993265,2026-05-10 15:17:27.752828,2026-05-10 15:17:28.223973,0 days 00:00:00.471145,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
319,-0.3579850815993265,2026-05-10 15:17:28.245797,2026-05-10 15:17:28.725339,0 days 00:00:00.479542,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
320,-0.3579850815993265,2026-05-10 15:17:28.748580,2026-05-10 15:17:29.220858,0 days 00:00:00.472278,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
321,-0.3579850815993265,2026-05-10 15:17:29.244583,2026-05-10 15:17:29.707037,0 days 00:00:00.462454,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
322,-0.3579850815993265,2026-05-10 15:17:29.725779,2026-05-10 15:17:30.195082,0 days 00:00:00.469303,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
323,-0.3579850815993265,2026-05-10 15:17:30.215565,2026-05-10 15:17:30.680280,0 days 00:00:00.464715,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
324,-0.3579850815993265,2026-05-10 15:17:30.699904,2026-05-10 15:17:31.203877,0 days 00:00:00.503973,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
325,-0.14800508377124588,2026-05-10 15:17:31.226837,2026-05-10 15:18:35.539514,0 days 00:01:04.312677,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.45,0.16,12,0.5,10,0.8,,,,,,PRUNED
326,-0.3579850815993265,2026-05-10 15:18:35.562118,2026-05-10 15:18:36.063575,0 days 00:00:00.501457,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
327,0.07730359543535334,2026-05-10 15:18:36.087909,2026-05-10 15:19:58.672930,0 days 00:01:22.585021,0,CAP_LAYER,0.45,SAME,0.7,4,0.03,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
328,0.2295947341695705,2026-05-10 15:19:58.695381,2026-05-10 15:20:58.436428,0 days 00:00:59.741047,0,NORMAL,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
329,0.16696877603728905,2026-05-10 15:20:58.461198,2026-05-10 15:21:54.650878,0 days 00:00:56.189680,0,CAP_LAYER,0.25,SAME,0.7,2,0.03,0.01,0.45,0.08,8,0.5,10,0.65,,,,,,PRUNED
330,-0.4129015860800983,2026-05-10 15:21:54.674183,2026-05-10 15:24:23.062404,0 days 00:02:28.388221,0,CAP_LAYER,0.25,SAME,0.7,2,0.03,0.01,0.45,0.16,12,0.5,10,0.65,-0.06389755160099678,0.11880294806836009,0.698008068958203,0.18270049966935686,,COMPLETE
331,0.25400923645891427,2026-05-10 15:24:23.087474,2026-05-10 15:25:07.035562,0 days 00:00:43.948088,0,CAP_LAYER,0.45,SAME,0.9,4,0.03,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
332,0.042339930428076045,2026-05-10 15:25:07.059238,2026-05-10 15:26:59.926645,0 days 00:01:52.867407,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,15,0.5,5,0.65,,,,,,PRUNED
333,-0.3579850815993265,2026-05-10 15:26:59.951653,2026-05-10 15:28:17.539060,0 days 00:01:17.587407,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.3,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
334,0.26676451777380217,2026-05-10 15:28:17.565022,2026-05-10 15:29:02.322426,0 days 00:00:44.757404,0,CAP_LAYER,0.35,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
335,0.2553495484697287,2026-05-10 15:29:02.348012,2026-05-10 15:29:51.000039,0 days 00:00:48.652027,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,5,0.5,10,0.5,,,,,,PRUNED
336,-9999.0,2026-05-10 15:29:51.025140,2026-05-10 15:29:51.334070,0 days 00:00:00.308930,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.7,10,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
337,-0.3579850815993265,2026-05-10 15:29:51.362067,2026-05-10 15:29:51.905315,0 days 00:00:00.543248,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.6,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
338,-0.43631369660338415,2026-05-10 15:29:51.929145,2026-05-10 15:31:19.013782,0 days 00:01:27.084637,0,CAP_LAYER,0.45,SAME,0.9,2,0.03,0.01,0.45,0.16,12,0.7,10,0.65,-0.054483758521440814,0.16245312602360085,0.7636598761638866,0.21693688454504167,,COMPLETE
339,-0.12772345904403512,2026-05-10 15:31:19.037636,2026-05-10 15:32:22.870106,0 days 00:01:03.832470,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.8,,,,,,PRUNED
340,0.25035086839736853,2026-05-10 15:32:22.894256,2026-05-10 15:33:07.854295,0 days 00:00:44.960039,1,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
341,-0.05292701119467175,2026-05-10 15:33:07.879190,2026-05-10 15:33:55.322698,0 days 00:00:47.443508,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,5,0.5,10,0.65,,,,,,PRUNED
342,-0.39293193360366624,2026-05-10 15:33:55.347980,2026-05-10 15:35:18.071483,0 days 00:01:22.723503,0,CAP_LAYER,0.45,SAME,0.8,2,0.03,0.01,0.45,0.08,12,0.7,10,0.65,-0.03314144346626862,0.1841501295617287,0.7195809802747952,0.21729157302799731,,COMPLETE
343,0.16086055527003917,2026-05-10 15:35:18.098586,2026-05-10 15:36:01.288488,0 days 00:00:43.189902,0,CAP_LAYER,0.45,SAME,0.9,2,0.03,0.01,0.45,0.08,10,0.5,20,0.65,,,,,,PRUNED
344,-9999.0,2026-05-10 15:36:01.313433,2026-05-10 15:36:01.646850,0 days 00:00:00.333417,0,CAP_LAYER,0.45,SAME,0.7,4,0.03,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
345,-0.4100347631535278,2026-05-10 15:36:01.669756,2026-05-10 15:37:19.770309,0 days 00:01:18.100553,0,CAP_LAYER,0.45,SAME,0.8,2,0.03,0.01,0.45,0.16,12,0.5,10,0.65,-0.0514545916111259,0.12006984969120717,0.7171603430848038,0.17152444130233307,,COMPLETE
346,0.12337104968966642,2026-05-10 15:37:19.790920,2026-05-10 15:40:56.299057,0 days 00:03:36.508137,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,5,0.65,,,,,,PRUNED
347,0.2589144178449645,2026-05-10 15:40:56.325407,2026-05-10 15:41:39.711111,0 days 00:00:43.385704,0,CAP_LAYER,0.45,SAME,0.9,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
348,-9999.0,2026-05-10 15:41:39.732749,2026-05-10 15:41:40.050136,0 days 00:00:00.317387,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
349,0.17765504461624074,2026-05-10 15:41:40.074752,2026-05-10 15:42:45.574009,0 days 00:01:05.499257,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
350,0.06634702896432187,2026-05-10 15:42:45.601265,2026-05-10 15:43:51.919045,0 days 00:01:06.317780,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
351,0.10958301639558463,2026-05-10 15:43:51.943017,2026-05-10 15:45:12.255031,0 days 00:01:20.312014,1,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.6,0.08,12,0.5,5,0.65,,,,,,PRUNED
352,-0.3579850815993265,2026-05-10 15:45:12.291038,2026-05-10 15:47:41.064989,0 days 00:02:28.773951,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.45,0.08,12,0.5,10,0.65,-0.025716130904780754,0.14675736245739393,0.6645379013890915,0.17247349336217468,,COMPLETE
353,-0.3763669564680381,2026-05-10 15:47:41.089916,2026-05-10 15:48:59.473887,0 days 00:01:18.383971,0,CAP_LAYER,0.25,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.65,-0.05251224270756901,0.14955609637613693,0.6477094275209382,0.20206833908370594,,COMPLETE
354,0.16523049892866484,2026-05-10 15:48:59.498604,2026-05-10 15:50:06.575308,0 days 00:01:07.076704,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.5,10,0.5,,,,,,PRUNED
355,-9999.0,2026-05-10 15:50:06.598442,2026-05-10 15:50:06.932837,0 days 00:00:00.334395,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.08,12,0.7,10,0.65,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
356,-0.3825495348931434,2026-05-10 15:50:06.957657,2026-05-10 15:51:23.995263,0 days 00:01:17.037606,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.01,0.45,0.16,12,0.5,10,0.65,-0.027639761125652567,0.12245663441842446,0.7098195475349817,0.15009639554407703,,COMPLETE
357,-0.346336822181109,2026-05-10 15:51:24.018665,2026-05-10 15:52:43.125835,0 days 00:01:19.107170,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
358,0.04691919346248338,2026-05-10 15:52:43.150149,2026-05-10 15:53:58.958273,0 days 00:01:15.808124,0,NORMAL,0.45,SAME,0.7,4,0.03,0.01,0.45,0.08,15,0.5,10,0.65,,,,,,PRUNED
359,-0.346336822181109,2026-05-10 15:53:58.981463,2026-05-10 15:53:59.527232,0 days 00:00:00.545769,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
360,-0.346336822181109,2026-05-10 15:53:59.550710,2026-05-10 15:54:00.087075,0 days 00:00:00.536365,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
361,-0.346336822181109,2026-05-10 15:54:00.112716,2026-05-10 15:54:00.648753,0 days 00:00:00.536037,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
362,0.04547938779643784,2026-05-10 15:54:00.674535,2026-05-10 15:54:46.781114,0 days 00:00:46.106579,0,NO_NET_ADD,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
363,-0.346336822181109,2026-05-10 15:54:46.801401,2026-05-10 15:54:47.235944,0 days 00:00:00.434543,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
364,-0.346336822181109,2026-05-10 15:54:47.260146,2026-05-10 15:54:47.676420,0 days 00:00:00.416274,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
365,-0.346336822181109,2026-05-10 15:54:47.696580,2026-05-10 15:54:48.173117,0 days 00:00:00.476537,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
366,-0.346336822181109,2026-05-10 15:54:48.194638,2026-05-10 15:54:48.686868,0 days 00:00:00.492230,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
367,0.030072234899353845,2026-05-10 15:54:48.708334,2026-05-10 15:55:35.813928,0 days 00:00:47.105594,0,NO_NET_ADD,0.45,SAME,0.9,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
368,-0.346336822181109,2026-05-10 15:55:35.837317,2026-05-10 15:55:36.348406,0 days 00:00:00.511089,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
369,-0.4243142899378223,2026-05-10 15:55:36.367696,2026-05-10 15:57:00.977463,0 days 00:01:24.609767,1,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.09469774012126729,0.13723296961521714,0.6592330996331099,0.23193070973648444,,COMPLETE
370,0.2668289855850333,2026-05-10 15:57:00.996273,2026-05-10 15:57:48.474775,0 days 00:00:47.478502,0,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.01,0.45,0.16,12,0.5,10,0.65,,,,,,PRUNED
371,-0.346336822181109,2026-05-10 15:57:48.496634,2026-05-10 15:57:49.024547,0 days 00:00:00.527913,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
372,0.1136039661208948,2026-05-10 15:57:49.046478,2026-05-10 15:58:24.082616,0 days 00:00:35.036138,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
373,-0.346336822181109,2026-05-10 15:58:24.107593,2026-05-10 15:58:24.659175,0 days 00:00:00.551582,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
374,0.10734536555028956,2026-05-10 15:58:24.681652,2026-05-10 15:58:49.732655,0 days 00:00:25.051003,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,20,0.65,,,,,,PRUNED
375,0.24970075309458079,2026-05-10 15:58:49.756828,2026-05-10 15:59:35.224329,0 days 00:00:45.467501,0,CAP_LAYER,0.35,SAME,0.8,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
376,-0.346336822181109,2026-05-10 15:59:35.249865,2026-05-10 15:59:35.790968,0 days 00:00:00.541103,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
377,0.12712542562533652,2026-05-10 15:59:35.817028,2026-05-10 16:00:16.613749,0 days 00:00:40.796721,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,,,,,,PRUNED
378,-0.346336822181109,2026-05-10 16:00:16.639562,2026-05-10 16:00:17.204110,0 days 00:00:00.564548,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
379,-0.346336822181109,2026-05-10 16:00:17.226686,2026-05-10 16:00:17.737577,0 days 00:00:00.510891,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
380,-0.346336822181109,2026-05-10 16:00:17.760650,2026-05-10 16:00:18.325105,0 days 00:00:00.564455,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
381,-0.346336822181109,2026-05-10 16:00:18.349979,2026-05-10 16:00:18.884130,0 days 00:00:00.534151,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
382,-0.346336822181109,2026-05-10 16:00:18.908658,2026-05-10 16:00:19.454001,0 days 00:00:00.545343,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,12,0.5,10,0.65,-0.01879013081234247,0.14858300362277244,0.655093382737533,0.1673731344351149,,COMPLETE
