number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_MIN_ANCHORS_IN_POOL,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_UNIVERSE_MODE,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
262,-0.45146440705031016,2026-05-14 03:55:19.921141,2026-05-14 03:57:43.114324,0 days 00:02:23.193183,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.08617059133899664,0.07241381636944513,0.7305876314226271,0.1585844077084418,,COMPLETE
263,0.2386775346655441,2026-05-14 03:57:43.136863,2026-05-14 03:59:19.268822,0 days 00:01:36.131959,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
264,-9999.0,2026-05-14 03:59:19.294677,2026-05-14 03:59:19.695426,0 days 00:00:00.400749,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.7,10,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.35 / 0.7 / 0.7,COMPLETE
265,-9999.0,2026-05-14 03:59:19.723876,2026-05-14 03:59:20.195862,0 days 00:00:00.471986,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
266,0.1764323733707165,2026-05-14 03:59:20.220390,2026-05-14 04:00:39.514798,0 days 00:01:19.294408,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
267,0.22427127048732554,2026-05-14 04:00:39.541384,2026-05-14 04:02:01.757707,0 days 00:01:22.216323,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
268,0.1750152396470641,2026-05-14 04:02:01.782623,2026-05-14 04:02:40.998911,0 days 00:00:39.216288,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
269,0.1683799900345492,2026-05-14 04:02:41.024380,2026-05-14 04:04:00.976432,0 days 00:01:19.952052,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
270,0.1972737632845616,2026-05-14 04:04:01.002102,2026-05-14 04:05:21.351496,0 days 00:01:20.349394,0,CAP_LAYER,0.25,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
271,-0.311943513174594,2026-05-14 04:05:21.377335,2026-05-14 04:07:34.543724,0 days 00:02:13.166389,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
272,-0.311943513174594,2026-05-14 04:07:34.568165,2026-05-14 04:07:35.228303,0 days 00:00:00.660138,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
273,-0.3704932253351757,2026-05-14 04:07:35.254372,2026-05-14 04:09:55.511587,0 days 00:02:20.257215,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.02348578046968965,0.14780280096490886,0.6940148897309721,0.17128858143459852,,COMPLETE
274,-0.31677355964593207,2026-05-14 04:09:55.538433,2026-05-14 04:12:15.235741,0 days 00:02:19.697308,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.038773335616352544,0.0007413572992699878,0.556000448059159,0.03951469291562253,,COMPLETE
275,0.23799538709797766,2026-05-14 04:12:15.262704,2026-05-14 04:13:33.320216,0 days 00:01:18.057512,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
276,0.17753784777994625,2026-05-14 04:13:33.345304,2026-05-14 04:14:51.191503,0 days 00:01:17.846199,0,NO_NET_ADD,0.35,SAME,0.7,2,0.05,0.02,0.45,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
277,0.25051066914041914,2026-05-14 04:14:51.219968,2026-05-14 04:16:05.794239,0 days 00:01:14.574271,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
278,0.2008591684228906,2026-05-14 04:16:05.819077,2026-05-14 04:17:20.534361,0 days 00:01:14.715284,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
279,-0.007608194435369947,2026-05-14 04:17:20.558969,2026-05-14 04:17:46.424013,0 days 00:00:25.865044,1,CAP_LAYER,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
280,0.021660762458079436,2026-05-14 04:17:46.450282,2026-05-14 04:18:35.497517,0 days 00:00:49.047235,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,1,0.5,10,WIDE_V2,0.65,,,,,,PRUNED
281,-9999.0,2026-05-14 04:18:35.523828,2026-05-14 04:18:35.883318,0 days 00:00:00.359490,1,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
282,-0.3986311882507923,2026-05-14 04:18:35.907927,2026-05-14 04:22:27.798783,0 days 00:03:51.890856,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.6,5,WIDE_V2,0.5,-0.04185020817672856,0.15889093732676818,0.7135619601481274,0.20074114550349675,,COMPLETE
283,-9999.0,2026-05-14 04:22:27.824811,2026-05-14 04:22:28.233568,0 days 00:00:00.408757,1,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
284,-0.311943513174594,2026-05-14 04:22:28.259127,2026-05-14 04:22:28.862854,0 days 00:00:00.603727,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
285,0.2487166804001033,2026-05-14 04:22:28.887179,2026-05-14 04:23:42.657906,0 days 00:01:13.770727,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
286,0.1579518621264106,2026-05-14 04:23:42.683842,2026-05-14 04:24:59.428772,0 days 00:01:16.744930,0,NO_NET_ADD,0.35,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
287,0.07343415744892212,2026-05-14 04:24:59.457328,2026-05-14 04:26:00.819659,0 days 00:01:01.362331,0,NO_NET_ADD,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.45,0.08,5,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
288,-0.311943513174594,2026-05-14 04:26:00.846196,2026-05-14 04:26:01.533950,0 days 00:00:00.687754,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
289,-0.4522941293345024,2026-05-14 04:26:01.559157,2026-05-14 04:28:24.748780,0 days 00:02:23.189623,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.45,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.08841103946568984,0.05579212378147914,0.7277661797376251,0.14420316324716898,,COMPLETE
290,0.24488738753482378,2026-05-14 04:28:24.786648,2026-05-14 04:29:38.949993,0 days 00:01:14.163345,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
291,0.09109564604974944,2026-05-14 04:29:38.977401,2026-05-14 04:31:09.274930,0 days 00:01:30.297529,0,NO_NET_ADD,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
292,0.2252773632042221,2026-05-14 04:31:09.299456,2026-05-14 04:32:27.851164,0 days 00:01:18.551708,0,CAP_LAYER,0.45,SAME,0.9,2,0.03,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
293,-0.4904104940688074,2026-05-14 04:32:27.876139,2026-05-14 04:33:59.267535,0 days 00:01:31.391396,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,10,WIDE_V2,0.5,-0.1366880242762168,0.14627167993914394,0.7074449395851812,0.28295970421536076,,COMPLETE
294,-0.4580988175090341,2026-05-14 04:33:59.292692,2026-05-14 04:37:33.968477,0 days 00:03:34.675785,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.093599025143757,0.06492129751552352,0.7289995847305542,0.1585203226592805,,COMPLETE
295,0.14857935908722741,2026-05-14 04:37:33.996328,2026-05-14 04:38:32.411458,0 days 00:00:58.415130,0,NORMAL,0.45,SAME,0.7,3,0.05,0.01,0.6,0.08,3,2,0.6,10,WIDE_V2,0.5,,,,,,PRUNED
296,0.2091910358196727,2026-05-14 04:38:32.434967,2026-05-14 04:39:25.600832,0 days 00:00:53.165865,0,NO_NET_ADD,0.45,SAME,0.8,2,0.03,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
297,0.20718280830894717,2026-05-14 04:39:25.623362,2026-05-14 04:40:56.785240,0 days 00:01:31.161878,0,NORMAL,0.45,SAME,0.7,2,0.05,0.01,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
298,-0.376469730007598,2026-05-14 04:40:56.811111,2026-05-14 04:43:13.992482,0 days 00:02:17.181371,0,CAP_LAYER,0.45,SAME,0.7,3,0.03,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.027998117731963163,0.13371984189808567,0.6969432245512697,0.16171795963004884,,COMPLETE
299,0.10128735344100753,2026-05-14 04:43:14.017778,2026-05-14 04:44:49.041584,0 days 00:01:35.023806,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,8,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
300,-0.311943513174594,2026-05-14 04:44:49.066699,2026-05-14 04:44:49.704348,0 days 00:00:00.637649,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
301,-0.035068880407247344,2026-05-14 04:44:49.729617,2026-05-14 04:45:20.318280,0 days 00:00:30.588663,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.6,20,WIDE_V2,0.5,,,,,,PRUNED
302,0.21820661328096042,2026-05-14 04:45:20.344309,2026-05-14 04:46:41.478860,0 days 00:01:21.134551,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
303,-0.22741936023125991,2026-05-14 04:46:41.504645,2026-05-14 04:48:20.622284,0 days 00:01:39.117639,0,CAP_LAYER,0.25,SAME,0.8,2,0.05,0.02,0.3,0.08,10,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
304,0.1580173175372289,2026-05-14 04:48:20.671934,2026-05-14 04:49:37.531127,0 days 00:01:16.859193,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
305,-0.311943513174594,2026-05-14 04:49:37.555728,2026-05-14 04:49:38.244865,0 days 00:00:00.689137,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
306,-0.311943513174594,2026-05-14 04:49:38.269217,2026-05-14 04:49:38.872743,0 days 00:00:00.603526,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
307,0.19741925038687286,2026-05-14 04:49:38.914864,2026-05-14 04:50:53.071732,0 days 00:01:14.156868,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
308,-9999.0,2026-05-14 04:50:53.098681,2026-05-14 04:50:53.498129,0 days 00:00:00.399448,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.3,0.08,4,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
309,0.20227183313461056,2026-05-14 04:50:53.524649,2026-05-14 04:52:10.558525,0 days 00:01:17.033876,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.65,,,,,,PRUNED
310,0.0659194981313123,2026-05-14 04:52:10.584241,2026-05-14 04:53:07.879899,0 days 00:00:57.295658,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
311,0.10126684353243923,2026-05-14 04:53:07.905915,2026-05-14 04:54:13.305240,0 days 00:01:05.399325,0,CAP_LAYER,0.35,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
312,-0.45146440705031016,2026-05-14 04:54:13.332330,2026-05-14 04:58:09.273819,0 days 00:03:55.941489,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.08617059133899664,0.07241381636944513,0.7305876314226271,0.1585844077084418,,COMPLETE
313,0.2139097237749478,2026-05-14 04:58:09.299884,2026-05-14 04:59:26.074814,0 days 00:01:16.774930,0,CAP_LAYER,0.35,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
314,0.0787758482567747,2026-05-14 04:59:26.099029,2026-05-14 05:00:44.128470,0 days 00:01:18.029441,0,CAP_LAYER,0.25,SAME,0.8,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
315,0.20046768523193548,2026-05-14 05:00:44.155973,2026-05-14 05:02:01.260552,0 days 00:01:17.104579,0,NO_NET_ADD,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
316,-0.05036368837801558,2026-05-14 05:02:01.311987,2026-05-14 05:03:11.404190,0 days 00:01:10.092203,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,4,0.05,0.02,0.6,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
317,0.18910048412449737,2026-05-14 05:03:11.430510,2026-05-14 05:04:10.360420,0 days 00:00:58.929910,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
318,0.1750152396470641,2026-05-14 05:04:10.386960,2026-05-14 05:04:52.494048,0 days 00:00:42.107088,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
319,0.13752182602859314,2026-05-14 05:04:52.521626,2026-05-14 05:06:17.705655,0 days 00:01:25.184029,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
320,-9999.0,2026-05-14 05:06:17.732237,2026-05-14 05:06:18.130637,0 days 00:00:00.398400,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,1,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
321,-9999.0,2026-05-14 05:06:18.157414,2026-05-14 05:06:18.516434,0 days 00:00:00.359020,1,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.16,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
322,-0.38590300617533674,2026-05-14 05:06:18.542972,2026-05-14 05:10:09.341147,0 days 00:03:50.798175,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,4,1,0.5,5,WIDE_V2,0.5,-0.03847675521530859,0.11562903869257961,0.6948525019200563,0.1541057939078882,,COMPLETE
323,0.2008591684228906,2026-05-14 05:10:09.368277,2026-05-14 05:11:28.541507,0 days 00:01:19.173230,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
324,-0.02063609486879054,2026-05-14 05:11:28.566806,2026-05-14 05:12:12.975393,0 days 00:00:44.408587,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,10,WIDE_V2,0.8,,,,,,PRUNED
325,-0.0029260186682683598,2026-05-14 05:12:13.001467,2026-05-14 05:12:39.288502,0 days 00:00:26.287035,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
326,0.1587171437658391,2026-05-14 05:12:39.315780,2026-05-14 05:13:57.361128,0 days 00:01:18.045348,1,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
327,-0.3944618724152212,2026-05-14 05:13:57.385879,2026-05-14 05:14:06.512337,0 days 00:00:09.126458,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.6,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
328,-0.311943513174594,2026-05-14 05:14:06.547150,2026-05-14 05:17:00.334602,0 days 00:02:53.787452,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,-0.03503602807514746,0.0022846139529225295,0.5538149701988931,0.03732064202806999,,COMPLETE
329,-9999.0,2026-05-14 05:17:00.360332,2026-05-14 05:17:00.724137,0 days 00:00:00.363805,0,NORMAL,0.35,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,10,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.35 / 0.7 / 0.7,COMPLETE
330,-0.1528105719791778,2026-05-14 05:17:00.748645,2026-05-14 05:17:14.167840,0 days 00:00:13.419195,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,6,2,0.5,5,ANCHOR_SATELLITE,0.8,,,,,,PRUNED
331,0.23260337864165503,2026-05-14 05:17:14.192453,2026-05-14 05:18:33.926932,0 days 00:01:19.734479,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
332,-9999.0,2026-05-14 05:18:33.953895,2026-05-14 05:18:34.340722,0 days 00:00:00.386827,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.7,5,ANCHOR_SATELLITE,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
333,0.10613961389595056,2026-05-14 05:18:34.368537,2026-05-14 05:19:16.397203,0 days 00:00:42.028666,0,NORMAL,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,10,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
334,0.13126880525634274,2026-05-14 05:19:16.426932,2026-05-14 05:20:46.061700,0 days 00:01:29.634768,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.01,0.3,0.08,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
335,-0.4559660841608437,2026-05-14 05:20:46.087851,2026-05-14 05:23:15.143750,0 days 00:02:29.055899,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,6,2,0.5,10,WIDE_V2,0.5,-0.06599081895632544,0.09631278282668913,0.7799505304090365,0.16230360178301456,,COMPLETE
336,0.02189037089868856,2026-05-14 05:23:15.167622,2026-05-14 05:23:42.574642,0 days 00:00:27.407020,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,6,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
337,0.2487166804001033,2026-05-14 05:23:42.600952,2026-05-14 05:25:01.780165,0 days 00:01:19.179213,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
338,-0.3651078846715936,2026-05-14 05:25:01.804360,2026-05-14 05:27:52.284925,0 days 00:02:50.480565,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.038852550243418084,0.0647225717270751,0.652510668856351,0.10357512197049318,,COMPLETE
339,-0.348826446529591,2026-05-14 05:27:52.308733,2026-05-14 05:30:05.245526,0 days 00:02:12.936793,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.65,-0.021232264479312257,0.046847227582617286,0.6551883641005575,0.06807949206192954,,COMPLETE
340,-0.4243881728996118,2026-05-14 05:30:05.272325,2026-05-14 05:31:28.188685,0 days 00:01:22.916360,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,4,2,0.5,10,WIDE_V2,0.5,-0.0884198825669039,0.15894904364503182,0.6719365806654157,0.24736892621193574,,COMPLETE
341,0.2525461417764632,2026-05-14 05:31:28.215180,2026-05-14 05:32:43.311120,0 days 00:01:15.095940,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
342,-0.23148754638067115,2026-05-14 05:32:43.335264,2026-05-14 05:33:11.437560,0 days 00:00:28.102296,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.6,0.08,3,2,0.5,20,WIDE_V2,0.8,,,,,,PRUNED
343,-0.5199381616028949,2026-05-14 05:33:11.465015,2026-05-14 05:36:09.484418,0 days 00:02:58.019403,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.12878370362494496,0.06709188762017418,0.7823089159558998,0.19587559124511913,,COMPLETE
344,-0.357725689304671,2026-05-14 05:36:09.508763,2026-05-14 05:36:21.371079,0 days 00:00:11.862316,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.3,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
345,0.1638706673218948,2026-05-14 05:36:21.396941,2026-05-14 05:37:38.633954,0 days 00:01:17.237013,0,CAP_LAYER,0.25,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,,PRUNED
346,-9999.0,2026-05-14 05:37:38.659746,2026-05-14 05:37:39.019845,0 days 00:00:00.360099,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.7,10,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.25 / 0.7 / 0.7,COMPLETE
347,0.22760708934577714,2026-05-14 05:37:39.043595,2026-05-14 05:38:53.293788,0 days 00:01:14.250193,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
348,-9999.0,2026-05-14 05:38:53.318804,2026-05-14 05:38:53.677327,0 days 00:00:00.358523,0,CAP_LAYER,0.35,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.35 / 0.7 / 0.7,COMPLETE
349,0.147221204525385,2026-05-14 05:38:53.701895,2026-05-14 05:40:16.404484,0 days 00:01:22.702589,0,CAP_LAYER,0.45,SAME,0.8,3,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
350,0.04793925108372249,2026-05-14 05:40:16.430369,2026-05-14 05:41:14.432632,0 days 00:00:58.002263,1,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
351,-0.026964812105758074,2026-05-14 05:41:14.460273,2026-05-14 05:41:36.943405,0 days 00:00:22.483132,0,CAP_LAYER,0.25,SAME,0.8,2,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
352,0.2504416468491144,2026-05-14 05:41:36.966768,2026-05-14 05:42:52.045379,0 days 00:01:15.078611,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.01,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
353,-9999.0,2026-05-14 05:42:52.070423,2026-05-14 05:42:52.524612,0 days 00:00:00.454189,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
354,0.23978482536584048,2026-05-14 05:42:52.548654,2026-05-14 05:44:09.792073,0 days 00:01:17.243419,0,NORMAL,0.45,SAME,0.7,4,0.05,0.01,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
