number,value,datetime_start,datetime_complete,duration,params_BEAR_GRID_MAX_LAYER_CAP,params_BEAR_GRID_MODE,params_BEAR_RATIO,params_BEAR_UNIVERSE_MODE,params_BULL_RATIO,params_GRID_MAX_LAYER,params_GRID_STEP_MAX,params_GRID_STEP_MIN,params_GRID_STEP_VOL_FACTOR,params_LAYER_FRACTION,params_MAX_HOLD,params_MIN_ANCHORS_IN_POOL,params_NEUTRAL_RATIO,params_REBALANCE_FREQ,params_UNIVERSE_MODE,params_VOL_WEIGHT,user_attrs_avg_test_score,user_attrs_avg_train_score,user_attrs_test_score_std,user_attrs_train_test_gap,user_attrs_validation_error,state
645,0.17210741668826024,2026-05-14 11:28:28.797793,2026-05-14 11:29:08.845251,0 days 00:00:40.047458,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
646,0.20500384534024169,2026-05-14 11:29:08.869185,2026-05-14 11:30:24.774412,0 days 00:01:15.905227,1,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.12,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
647,-9999.0,2026-05-14 11:30:24.799097,2026-05-14 11:30:25.171721,0 days 00:00:00.372624,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.7,5,WIDE_V2,0.8,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
648,0.22752406377223366,2026-05-14 11:30:25.195218,2026-05-14 11:31:39.785013,0 days 00:01:14.589795,0,NORMAL,0.45,SAME,0.9,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
649,0.14275665179139344,2026-05-14 11:31:39.832768,2026-05-14 11:32:19.767463,0 days 00:00:39.934695,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
650,0.20831119038903112,2026-05-14 11:32:19.790505,2026-05-14 11:33:36.777077,0 days 00:01:16.986572,0,CAP_LAYER,0.35,SAME,0.7,2,0.03,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
651,0.2450546196583624,2026-05-14 11:33:36.800072,2026-05-14 11:34:49.009780,0 days 00:01:12.209708,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
652,0.21837953669343413,2026-05-14 11:34:49.035131,2026-05-14 11:36:11.171637,0 days 00:01:22.136506,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
653,-0.48018828132353597,2026-05-14 11:36:11.200610,2026-05-14 11:36:19.044290,0 days 00:00:07.843680,1,CAP_LAYER,0.45,SAME,0.8,3,0.05,0.02,0.3,0.16,3,1,0.6,20,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
654,0.18687001077526696,2026-05-14 11:36:19.069439,2026-05-14 11:37:34.761514,0 days 00:01:15.692075,0,CAP_LAYER,0.25,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
655,-0.44549036316150736,2026-05-14 11:37:34.784523,2026-05-14 11:38:32.313245,0 days 00:00:57.528722,0,NO_NET_ADD,0.45,SAME,0.8,2,0.05,0.02,0.45,0.12,10,1,0.6,10,WIDE_V2,0.8,,,,,,PRUNED
656,0.23036117719429222,2026-05-14 11:38:32.337369,2026-05-14 11:39:56.122337,0 days 00:01:23.784968,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,8,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
657,-0.3631792611469676,2026-05-14 11:39:56.144518,2026-05-14 11:43:43.534688,0 days 00:03:47.390170,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.65,-0.024126554425277336,0.06126690672991458,0.6781054134433805,0.08539346115519192,,COMPLETE
658,0.1750152396470641,2026-05-14 11:43:43.560646,2026-05-14 11:44:25.192069,0 days 00:00:41.631423,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
659,0.1764323733707165,2026-05-14 11:44:25.215615,2026-05-14 11:45:42.883201,0 days 00:01:17.667586,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
660,0.23902854384095407,2026-05-14 11:45:42.933670,2026-05-14 11:46:58.696906,0 days 00:01:15.763236,1,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
661,-0.17041611989310568,2026-05-14 11:46:58.720697,2026-05-14 11:47:11.813987,0 days 00:00:13.093290,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,5,ANCHOR_SATELLITE,0.5,,,,,,PRUNED
662,0.1576599310935132,2026-05-14 11:47:11.838123,2026-05-14 11:47:52.014024,0 days 00:00:40.175901,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
663,-0.43327293905364395,2026-05-14 11:47:52.040840,2026-05-14 11:48:05.670982,0 days 00:00:13.630142,1,NORMAL,0.45,SAME,0.9,4,0.05,0.02,0.45,0.12,8,2,0.5,10,ANCHOR_SATELLITE,0.65,,,,,,PRUNED
664,0.21297354681995054,2026-05-14 11:48:05.697990,2026-05-14 11:49:26.317075,0 days 00:01:20.619085,0,NO_NET_ADD,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
665,0.15898084156683367,2026-05-14 11:49:26.343070,2026-05-14 11:50:09.166792,0 days 00:00:42.823722,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,10,WIDE_V2,0.5,,,,,,PRUNED
666,0.22401950748658989,2026-05-14 11:50:09.191396,2026-05-14 11:51:24.117766,0 days 00:01:14.926370,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
667,-0.5289163075211724,2026-05-14 11:51:24.141361,2026-05-14 11:55:25.854265,0 days 00:04:01.712904,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.15885878871056575,0.053909998483479736,0.7401150376212132,0.2127687871940455,,COMPLETE
668,-0.4645713231565823,2026-05-14 11:55:25.878467,2026-05-14 11:56:43.444086,0 days 00:01:17.565619,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.5,10,WIDE_V2,0.5,-0.10083579764986607,0.11180498440982478,0.7274710510134325,0.21264078205969084,,COMPLETE
669,0.23581551128132827,2026-05-14 11:56:43.466072,2026-05-14 11:58:04.379389,0 days 00:01:20.913317,1,NORMAL,0.35,SAME,0.7,2,0.05,0.02,0.45,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
670,-0.016837664456272744,2026-05-14 11:58:04.399329,2026-05-14 11:58:28.674386,0 days 00:00:24.275057,0,CAP_LAYER,0.25,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
671,0.17053761152647814,2026-05-14 11:58:28.700196,2026-05-14 11:59:46.635267,0 days 00:01:17.935071,0,CAP_LAYER,0.25,SAME,0.8,4,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
672,0.24929021699652526,2026-05-14 11:59:46.659265,2026-05-14 12:00:59.583927,0 days 00:01:12.924662,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
673,-0.377111909993322,2026-05-14 12:00:59.606873,2026-05-14 12:03:54.210397,0 days 00:02:54.603524,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.45,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.03470009326212321,0.14248287052715766,0.6848236334623976,0.1771829637892809,,COMPLETE
674,-0.03314080636521144,2026-05-14 12:03:54.233879,2026-05-14 12:04:17.298786,0 days 00:00:23.064907,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.12,3,2,0.5,20,WIDE_V2,0.5,,,,,,PRUNED
675,-9999.0,2026-05-14 12:04:17.322908,2026-05-14 12:04:17.673541,0 days 00:00:00.350633,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,5,2,0.7,5,WIDE_V2,0.5,,,,,BEAR_RATIO < NEUTRAL_RATIO < BULL_RATIO 约束违反: 0.45 / 0.7 / 0.7,COMPLETE
676,0.22786268341686633,2026-05-14 12:04:17.697998,2026-05-14 12:05:31.510933,0 days 00:01:13.812935,0,CAP_LAYER,0.45,SAME,0.9,2,0.03,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
677,-0.3866701145655381,2026-05-14 12:05:31.534900,2026-05-14 12:07:45.626289,0 days 00:02:14.091389,0,CAP_LAYER,0.35,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.04739501113097501,0.13007388785544294,0.6785502068691263,0.17746889898641793,,COMPLETE
678,-0.4522941293345024,2026-05-14 12:07:45.648950,2026-05-14 12:10:07.560843,0 days 00:02:21.911893,0,CAP_LAYER,0.45,SAME,0.7,3,0.05,0.02,0.6,0.08,5,2,0.5,5,WIDE_V2,0.5,-0.08841103946568984,0.05579212378147914,0.7277661797376251,0.14420316324716898,,COMPLETE
679,0.0659194981313123,2026-05-14 12:10:07.587134,2026-05-14 12:11:05.086096,0 days 00:00:57.498962,0,CAP_LAYER,0.45,ETF_DEFENSIVE,0.7,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
680,0.15613581663057086,2026-05-14 12:11:05.105557,2026-05-14 12:12:24.130228,0 days 00:01:19.024671,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
681,0.2480339546150649,2026-05-14 12:12:24.152774,2026-05-14 12:13:38.548783,0 days 00:01:14.396009,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
682,0.1173426148297246,2026-05-14 12:13:38.573950,2026-05-14 12:15:17.632528,0 days 00:01:39.058578,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.16,10,2,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
683,-0.5264797760064815,2026-05-14 12:15:17.656198,2026-05-14 12:19:22.562884,0 days 00:04:04.906686,1,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.12797316406869552,0.06487530842151416,0.797013223875572,0.1928484724902097,,COMPLETE
684,0.1866011105781854,2026-05-14 12:19:22.586226,2026-05-14 12:20:35.297395,0 days 00:01:12.711169,0,NORMAL,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,WIDE_V2,0.8,,,,,,PRUNED
685,-0.37484301076910703,2026-05-14 12:20:35.325219,2026-05-14 12:22:57.276746,0 days 00:02:21.951527,0,CAP_LAYER,0.45,SAME,0.7,2,0.03,0.02,0.6,0.08,4,2,0.5,5,WIDE_V2,0.5,-0.02717138606122755,0.14670585028766497,0.695343249415759,0.17387723634889252,,COMPLETE
686,0.20946434143472803,2026-05-14 12:22:57.302965,2026-05-14 12:24:15.625702,0 days 00:01:18.322737,0,NO_NET_ADD,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.6,5,WIDE_V2,0.5,,,,,,PRUNED
687,-0.519945370934862,2026-05-14 12:24:15.651639,2026-05-14 12:26:37.633952,0 days 00:02:21.982313,0,CAP_LAYER,0.45,SAME,0.7,4,0.05,0.02,0.6,0.08,6,2,0.5,5,WIDE_V2,0.5,-0.1238604714468134,0.04866332801270027,0.7921697989760973,0.17252379945951368,,COMPLETE
688,-0.3574296867331643,2026-05-14 12:26:37.659125,2026-05-14 12:26:49.175762,0 days 00:00:11.516637,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,3,2,0.5,5,ANCHOR_SATELLITE,0.65,,,,,,PRUNED
689,-0.39910831232511107,2026-05-14 12:26:49.199053,2026-05-14 12:28:04.948784,0 days 00:01:15.749731,0,CAP_LAYER,0.45,SAME,0.7,2,0.05,0.02,0.6,0.08,4,2,0.5,10,WIDE_V2,0.5,-0.06540211646897555,0.17240859047682064,0.6674123917122711,0.2378107069457962,,COMPLETE
690,0.243571435401933,2026-05-14 12:28:04.975303,2026-05-14 12:29:26.073400,0 days 00:01:21.098097,0,CAP_LAYER,0.45,SAME,0.8,2,0.05,0.02,0.6,0.08,3,1,0.5,5,WIDE_V2,0.5,,,,,,PRUNED
